trait,gene_file,gene_name,MGmin,epsilon,stage,status,message
betaglucan,HORVU.MOREX.r3.1HG0011900.vcf.gz,HORVU.MOREX.r3.1HG0011900,2,,crosshap,crosshap_failed,"CrossHap failed: Assigned data `base::sapply(...)` must be compatible with existing data.
✖ Existing data has 1 row.
✖ Assigned data has 9 rows.
ℹ Row updates require a list value. Do you need `list()` or `as.list()`?
Caused by error in `vectbl_recycle_rhs_rows()`:
! Can't recycle input of size 9 to size 1."
betaglucan,HORVU.MOREX.r3.1HG0011900.vcf.gz,HORVU.MOREX.r3.1HG0011900,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011910.vcf.gz,HORVU.MOREX.r3.1HG0011910,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011910.vcf.gz,HORVU.MOREX.r3.1HG0011910,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011910.vcf.gz,HORVU.MOREX.r3.1HG0011910,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011910.vcf.gz,HORVU.MOREX.r3.1HG0011910,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011910.vcf.gz,HORVU.MOREX.r3.1HG0011910,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011960.vcf.gz,HORVU.MOREX.r3.1HG0011960,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011960.vcf.gz,HORVU.MOREX.r3.1HG0011960,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011970.vcf.gz,HORVU.MOREX.r3.1HG0011970,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0011970.vcf.gz,HORVU.MOREX.r3.1HG0011970,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0012020.vcf.gz,HORVU.MOREX.r3.1HG0012020,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0012030.vcf.gz,HORVU.MOREX.r3.1HG0012030,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.1HG0012030.vcf.gz,HORVU.MOREX.r3.1HG0012030,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0012030.vcf.gz,HORVU.MOREX.r3.1HG0012030,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0012040.vcf.gz,HORVU.MOREX.r3.1HG0012040,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.1HG0012040.vcf.gz,HORVU.MOREX.r3.1HG0012040,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0012040.vcf.gz,HORVU.MOREX.r3.1HG0012040,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0012100.vcf.gz,HORVU.MOREX.r3.1HG0012100,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0012100.vcf.gz,HORVU.MOREX.r3.1HG0012100,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0012100.vcf.gz,HORVU.MOREX.r3.1HG0012100,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0012100.vcf.gz,HORVU.MOREX.r3.1HG0012100,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0012110.vcf.gz,HORVU.MOREX.r3.1HG0012110,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077680.vcf.gz,HORVU.MOREX.r3.1HG0077680,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.1HG0077680.vcf.gz,HORVU.MOREX.r3.1HG0077680,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0077680.vcf.gz,HORVU.MOREX.r3.1HG0077680,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0077700.vcf.gz,HORVU.MOREX.r3.1HG0077700,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077700.vcf.gz,HORVU.MOREX.r3.1HG0077700,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077700.vcf.gz,HORVU.MOREX.r3.1HG0077700,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077700.vcf.gz,HORVU.MOREX.r3.1HG0077700,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077710.vcf.gz,HORVU.MOREX.r3.1HG0077710,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077710.vcf.gz,HORVU.MOREX.r3.1HG0077710,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077710.vcf.gz,HORVU.MOREX.r3.1HG0077710,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077710.vcf.gz,HORVU.MOREX.r3.1HG0077710,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077720.vcf.gz,HORVU.MOREX.r3.1HG0077720,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077730.vcf.gz,HORVU.MOREX.r3.1HG0077730,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.1HG0077730.vcf.gz,HORVU.MOREX.r3.1HG0077730,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0077730.vcf.gz,HORVU.MOREX.r3.1HG0077730,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.1HG0077770.vcf.gz,HORVU.MOREX.r3.1HG0077770,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077770.vcf.gz,HORVU.MOREX.r3.1HG0077770,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077770.vcf.gz,HORVU.MOREX.r3.1HG0077770,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077790.vcf.gz,HORVU.MOREX.r3.1HG0077790,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077790.vcf.gz,HORVU.MOREX.r3.1HG0077790,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077830.vcf.gz,HORVU.MOREX.r3.1HG0077830,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077830.vcf.gz,HORVU.MOREX.r3.1HG0077830,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.1HG0077840.vcf.gz,HORVU.MOREX.r3.1HG0077840,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.1HG0077840.vcf.gz,HORVU.MOREX.r3.1HG0077840,2,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.1HG0077840.vcf.gz,HORVU.MOREX.r3.1HG0077840,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.1HG0077860.vcf.gz,HORVU.MOREX.r3.1HG0077860,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077860.vcf.gz,HORVU.MOREX.r3.1HG0077860,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077870.vcf.gz,HORVU.MOREX.r3.1HG0077870,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.1HG0077870.vcf.gz,HORVU.MOREX.r3.1HG0077870,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112770.vcf.gz,HORVU.MOREX.r3.2HG0112770,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112770.vcf.gz,HORVU.MOREX.r3.2HG0112770,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112830.vcf.gz,HORVU.MOREX.r3.2HG0112830,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112840.vcf.gz,HORVU.MOREX.r3.2HG0112840,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112880.vcf.gz,HORVU.MOREX.r3.2HG0112880,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.2HG0112880.vcf.gz,HORVU.MOREX.r3.2HG0112880,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0112880.vcf.gz,HORVU.MOREX.r3.2HG0112880,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0112890.vcf.gz,HORVU.MOREX.r3.2HG0112890,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.2HG0112890.vcf.gz,HORVU.MOREX.r3.2HG0112890,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0112890.vcf.gz,HORVU.MOREX.r3.2HG0112890,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0112900.vcf.gz,HORVU.MOREX.r3.2HG0112900,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112900.vcf.gz,HORVU.MOREX.r3.2HG0112900,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0112920.vcf.gz,HORVU.MOREX.r3.2HG0112920,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191420.vcf.gz,HORVU.MOREX.r3.2HG0191420,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0191440.vcf.gz,HORVU.MOREX.r3.2HG0191440,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.2HG0191440.vcf.gz,HORVU.MOREX.r3.2HG0191440,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0191440.vcf.gz,HORVU.MOREX.r3.2HG0191440,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
betaglucan,HORVU.MOREX.r3.2HG0191450.vcf.gz,HORVU.MOREX.r3.2HG0191450,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191450.vcf.gz,HORVU.MOREX.r3.2HG0191450,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191450.vcf.gz,HORVU.MOREX.r3.2HG0191450,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191460.vcf.gz,HORVU.MOREX.r3.2HG0191460,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
betaglucan,HORVU.MOREX.r3.2HG0191460.vcf.gz,HORVU.MOREX.r3.2HG0191460,2,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191460.vcf.gz,HORVU.MOREX.r3.2HG0191460,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191490.vcf.gz,HORVU.MOREX.r3.2HG0191490,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191510.vcf.gz,HORVU.MOREX.r3.2HG0191510,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191530.vcf.gz,HORVU.MOREX.r3.2HG0191530,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
betaglucan,HORVU.MOREX.r3.2HG0191540.vcf.gz,HORVU.MOREX.r3.2HG0191540,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
