trait,gene_file,gene_name,MGmin,epsilon,stage,status,message
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
fiber,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
fiber,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
fiber,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
protein,HORVU.MOREX.r3.3HG0251990.vcf.gz,HORVU.MOREX.r3.3HG0251990,2,,crosshap,crosshap_failed,"CrossHap failed: Assigned data `base::sapply(...)` must be compatible with existing data.
✖ Existing data has 1 row.
✖ Assigned data has 3 rows.
ℹ Row updates require a list value. Do you need `list()` or `as.list()`?
Caused by error in `vectbl_recycle_rhs_rows()`:
! Can't recycle input of size 3 to size 1."
protein,HORVU.MOREX.r3.3HG0251990.vcf.gz,HORVU.MOREX.r3.3HG0251990,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
protein,HORVU.MOREX.r3.3HG0251990.vcf.gz,HORVU.MOREX.r3.3HG0251990,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
protein,HORVU.MOREX.r3.3HG0252000.vcf.gz,HORVU.MOREX.r3.3HG0252000,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
protein,HORVU.MOREX.r3.3HG0252000.vcf.gz,HORVU.MOREX.r3.3HG0252000,2,,crosshap,crosshap_failed,"CrossHap failed: Assigned data `base::sapply(...)` must be compatible with existing data.
✖ Existing data has 1 row.
✖ Assigned data has 3 rows.
ℹ Row updates require a list value. Do you need `list()` or `as.list()`?
Caused by error in `vectbl_recycle_rhs_rows()`:
! Can't recycle input of size 3 to size 1."
protein,HORVU.MOREX.r3.3HG0252000.vcf.gz,HORVU.MOREX.r3.3HG0252000,3,,crosshap,crosshap_failed,"CrossHap failed: Assigned data `base::sapply(...)` must be compatible with existing data.
✖ Existing data has 1 row.
✖ Assigned data has 3 rows.
ℹ Row updates require a list value. Do you need `list()` or `as.list()`?
Caused by error in `vectbl_recycle_rhs_rows()`:
! Can't recycle input of size 3 to size 1."
protein,HORVU.MOREX.r3.3HG0322650.vcf.gz,HORVU.MOREX.r3.3HG0322650,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
protein,HORVU.MOREX.r3.3HG0322650.vcf.gz,HORVU.MOREX.r3.3HG0322650,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
protein,HORVU.MOREX.r3.3HG0322650.vcf.gz,HORVU.MOREX.r3.3HG0322650,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.2HG0179650.vcf.gz,HORVU.MOREX.r3.2HG0179650,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179660.vcf.gz,HORVU.MOREX.r3.2HG0179660,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.2HG0179660.vcf.gz,HORVU.MOREX.r3.2HG0179660,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.2HG0179660.vcf.gz,HORVU.MOREX.r3.2HG0179660,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.2HG0179670.vcf.gz,HORVU.MOREX.r3.2HG0179670,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179670.vcf.gz,HORVU.MOREX.r3.2HG0179670,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179670.vcf.gz,HORVU.MOREX.r3.2HG0179670,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179670.vcf.gz,HORVU.MOREX.r3.2HG0179670,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179670.vcf.gz,HORVU.MOREX.r3.2HG0179670,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179670.vcf.gz,HORVU.MOREX.r3.2HG0179670,3,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179680.vcf.gz,HORVU.MOREX.r3.2HG0179680,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179680.vcf.gz,HORVU.MOREX.r3.2HG0179680,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179680.vcf.gz,HORVU.MOREX.r3.2HG0179680,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
starch,HORVU.MOREX.r3.2HG0179690.vcf.gz,HORVU.MOREX.r3.2HG0179690,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179690.vcf.gz,HORVU.MOREX.r3.2HG0179690,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179690.vcf.gz,HORVU.MOREX.r3.2HG0179690,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179690.vcf.gz,HORVU.MOREX.r3.2HG0179690,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179690.vcf.gz,HORVU.MOREX.r3.2HG0179690,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.2HG0179700.vcf.gz,HORVU.MOREX.r3.2HG0179700,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.2HG0179700.vcf.gz,HORVU.MOREX.r3.2HG0179700,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.2HG0179700.vcf.gz,HORVU.MOREX.r3.2HG0179700,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.2HG0179740.vcf.gz,HORVU.MOREX.r3.2HG0179740,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.2HG0179740.vcf.gz,HORVU.MOREX.r3.2HG0179740,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.2HG0179740.vcf.gz,HORVU.MOREX.r3.2HG0179740,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.3HG0268130.vcf.gz,HORVU.MOREX.r3.3HG0268130,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
starch,HORVU.MOREX.r3.3HG0301650.vcf.gz,HORVU.MOREX.r3.3HG0301650,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.3HG0301650.vcf.gz,HORVU.MOREX.r3.3HG0301650,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.3HG0301650.vcf.gz,HORVU.MOREX.r3.3HG0301650,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301710.vcf.gz,HORVU.MOREX.r3.3HG0301710,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301720.vcf.gz,HORVU.MOREX.r3.3HG0301720,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301750.vcf.gz,HORVU.MOREX.r3.3HG0301750,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301750.vcf.gz,HORVU.MOREX.r3.3HG0301750,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.3HG0301750.vcf.gz,HORVU.MOREX.r3.3HG0301750,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
starch,HORVU.MOREX.r3.3HG0301770.vcf.gz,HORVU.MOREX.r3.3HG0301770,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0676500.vcf.gz,HORVU.MOREX.r3.7HG0676500,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.7HG0676500.vcf.gz,HORVU.MOREX.r3.7HG0676500,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.7HG0676500.vcf.gz,HORVU.MOREX.r3.7HG0676500,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.7HG0729010.vcf.gz,HORVU.MOREX.r3.7HG0729010,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729010.vcf.gz,HORVU.MOREX.r3.7HG0729010,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729010.vcf.gz,HORVU.MOREX.r3.7HG0729010,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729010.vcf.gz,HORVU.MOREX.r3.7HG0729010,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
starch,HORVU.MOREX.r3.7HG0729020.vcf.gz,HORVU.MOREX.r3.7HG0729020,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729020.vcf.gz,HORVU.MOREX.r3.7HG0729020,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729030.vcf.gz,HORVU.MOREX.r3.7HG0729030,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729030.vcf.gz,HORVU.MOREX.r3.7HG0729030,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729030.vcf.gz,HORVU.MOREX.r3.7HG0729030,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729050.vcf.gz,HORVU.MOREX.r3.7HG0729050,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,3,,crosshap,crosshap_failed,CrossHap failed: object 'Varfile' not found
starch,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon; excluded from stats.
starch,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,,,gene_stats,no_valid_tests_for_gene,Gene produced zero valid omnibus tests across all MGmin and epsilon values.
starch,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
starch,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,,crosshap,crosshap_failed,"CrossHap failed: ℹ In argument: `POS = as.numeric(.data$POS)`.
Caused by error in `.data$POS`:
! Column `POS` not found in `.data`."
